producer;location;contact_info;link;address;latitude;longitude
Kumusha Wines;Worcester;083 432 5400;http://www.kumushabrands.com;1, Kumusha Wines Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Kunjani Wines;Stellenbosch;087 630 0409;http://www.kunjaniwines.co.za;1, Kunjani Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Kusafiri Organic Wines;Paarl;082 801 3737;http://www.kusafiriwines.co.za;1, Kusafiri Organic Wines Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
KWV Classic Collection;Paarl;021 807 3007/8;http://www.kwv.co.za;KWV Classic Collection, Paarl, South Africa;-33,7310282;18,9642117
Kyburg Boutique Wines;Stellenbosch;021 865 2876;http://www.kyburgwine.com;18, The Fields, Stellenbosch, 7600, South Africa;-33,934444;18,869167
La Boucher Wines;Stellenbosch;064 900 9243;http://www.laboucherwines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
La Bri;Franschhoek;021 876 2593;http://www.labri.co.za;20, La Bri Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La Chataigne Wines;Franschhoek;021 876 3220;http://www.lachat.co.za;34, La Chataigne Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La Couronne Wine Estate;Franschhoek;021 876 3939;http://www.lacouronnewines.co.za;5, La Couronne Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La Motte;Franschhoek;021 876 8000;http://www.la-motte.com;1, La Motte Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La Petite Ferme;Franschhoek;021 876 3016;http://www.lapetiteferme.co.za;11, La Petite Ferme Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La RicMal Wines;Cape Town;021 981 2675;http://www.laricmal.com;12, La RicMal Road, Cape Town, South Africa;-33,9288301;18,4172197
La Roche Estate;Franschhoek;021 876 2295;http://www.larocheestate.com;7, La Roche Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
La Vierge Wines;Overberg;028 313 0130;http://www.lavierge.co.za;15, Overberg, South Africa;52,0390484;5,4964645
La Vigne Estate;Swartland;021 876 3357;http://www.lavigne.co.za;5, Swartland, South Africa;59,07070115;-3,267107947
Laarman Wines;Stellenbosch;083 546 1146;http://www.laarmanwines.com;21, Stellenbosch, South Africa;-33,934444;18,869167
Laborie Wines;Paarl;021 807 3390;http://www.laboriewines.co.za;8, Laborie Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Ladybird Vineyards;Stellenbosch;021 884 4656;http://www.ladybirdvineyards.co.za;12, Ladybird Vineyards Road, Stellenbosch, South Africa;-33,934444;18,869167
Lalela Wines;Worcester;;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Lammershoek Farms & Winery;Swartland;022 482 2835;http://www.lammershoek.co.za;35, Swartland, South Africa;59,07070115;-3,267107947
Landskroon Wines;Paarl;021 863 1039;http://www.landskroonwines.com;20, Landskroon Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Langverwacht Wines;Robertson;023 616 2815;http://www.langverwachtwines.co.za;Langverwacht Wines, Robertson, South Africa;31,0339058;-96,5079742
Lanzerac;Stellenbosch;021 887 1132;http://www.lanzerac.co.za;1, Lanzerac Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lathitha Wines;Cape Town;073 393 5676;http://www.lathithawines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,9288301;18,4172197
LAvenir Vineyards;Stellenbosch;021 889 5001;http://www.lavenirestate.co.za;3, La Vigne Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lavo Wines;Wellington;082 594 8819;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Lazanou Organic Vineyards;Wellington;061 502 4770;http://www.lazanou.co.za;15, Lazanou Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Le Belle Rebelle;Breedekloof;082 867 6958;http://www.lebellerebelle.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Le Bonheur Estate;Stellenbosch;021 875 5478;http://www.lebonheur.co.za;10, Le Bonheur Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Le Chant Wines;Stellenbosch;021 855 3744;http://www.lechant.wine;5, Le Chant Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Le Grand Domaine;Stellenbosch;021 865 8100;http://www.granddomaine.co.za;10, Le Grand Domaine Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Le Joubert Wine Estate;Paarl;021 870 1070;http://www.lejoubert.com;8, Le Joubert Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Le Lude MCC;Franschhoek;021 876 3099;http://www.lelude.co.za;15, Le Lude Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Le Manoir de Brendel;Franschhoek;021 876 4525;http://www.le-manoir-de-brendel.com;6, Le Manoir Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Le Pommier Wine Estate;Stellenbosch;021 885 1269;http://www.lepommier.co.za;15, Le Pommier Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Le Riche Wines;Stellenbosch;021 842 3472;http://www.leriche.co.za;10, Le Riche Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Le Roux & Fourie Vignerons;Robertson;082 468 1151;http://www.leroux-fourie.com;20, Le Roux Road, Robertson, South Africa;31,0339058;-96,5079742
Le Sueur Wines;Worcester;079 602 2161;http://www.lesueurwines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Leeu Passant Winery;Franschhoek;021 569 3010;http://www.mlfwines.com;45, Leeu Passant Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Leeuwenkuil Family Vineyards;Paarl;022 482 4637;http://www.leeuwenkuilfv.co.za;18, Leeuwenkuil Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Leipzig Winery;Worcester;023 347 8422;http://www.leipzig.co.za/winery;22, Leipzig Road, Worcester, 6850, South Africa;42,2625621;-71,8018877
Lelie van Saron;Worcester;;http://www.lelievansaron.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Lemberg Wine Estate;Tulbagh;021 300 1130;http://www.lemberg.co.za;13, Lemberg Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Leopard Frog Vineyards;Cape Town;011 884 3304;http://www.leopard-frog.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,9288301;18,4172197
Leopards Leap Family Vineyards;Franschhoek;021 876 8002;http://www.leopardsleap.co.za;12, Leopards Leap Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
lessismore;Worcester;083 294 6060;http://www.lessismorewine.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Libby's Pride;Cape Town;082 745 5550;http://www.libbyspridewines.com;10, Libby's Pride Road, Cape Town, South Africa;-33,9288301;18,4172197
Liberation Wine Co;Wellington;078 456 0990;http://www.liberationwineco.co.za;Liberation Wine Co, Wellington, South Africa;-41,2887953;174,7772114
Libertas Estates & Vineyards;Stellenbosch;021 809 7000;http://www.libertasvineyards.co.za;18, Libertas Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lievland Wine Estate;Stellenbosch;021 300 5153;http://www.lievland.co.za;15, Lievland Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Linton Park Wines;Wellington;021 462 6385;http://www.lintonparkwines.co.za;7, Linton Park Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Lismore Estate Vineyards;Overberg;082 343 7913;http://www.lismore.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
Lithos Wines;Stellenbosch;021 858 1851;http://www.lithos.co.za;4, Lithos Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lodestone Wines;Plettenberg Bay;084 404 0099;http://www.lodestonewines.co.za;12, Lodestone Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Lomond Wine Estate;Overberg;028 388 0095;http://www.lomond.co.za;10, Lomond Road, Overberg, South Africa;52,0390484;5,4964645
Longbarn Wine;Wellington;021 873 6396;http://www.boplaaswellington.co.za/the-long-barn-wine;5, Longbarn Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Longridge Wine Estate;Helderberg;021 855 2005;http://www.longridge.co.za;10, Longridge Road, Helderberg, South Africa;42,6511341;-73,7936672
Lords Winery;Robertson;023 625 1265;http://www.lordswinery.com;15, Lords Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Lorraine Private Cellar - CLOSED;Breedekloof;023 349 1224;http://www.lorraine.co.za;Not applicable;-41,2887953;174,7772114
Lost Boy Wines;Overberg;;http://www.lostboy.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
Lothian Vineyards;Elgin;021 859 9901;http://www.lothianvineyards.com;11, Lothian Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Louisvale Wines;Stellenbosch;021 865 2422;http://www.louisvale.com;30, Louisvale Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lourensford Wine Estate;Helderberg;021 847 2333;http://www.lourensford.co.za;29, Lourensford Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Lovane Boutique Wine Estate;Stellenbosch;021 881 3827;http://www.lovane.co.za;11, Lovane Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lozarn Wines;Robertson;082 576 8093;http://www.lozarn.co.za;10, Lozarn Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Lubanzi Wines;Worcester;;http://www.lubanziwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Luddite Wines;Overberg;028 001 0516;http://luddite.co.za;15, Luddite Road, Overberg, South Africa;52,0390484;5,4964645
Luka Vineyards;Plettenberg Bay;076 575 4768;http://www.lukavineyards.co.za;12, Luka Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Lutzville Vineyards;Olifants River;076 812 4344;http://www.lutzvillevineyards.com;8, Lutzville Road, Olifants River, South Africa;-24,4767789;30,4737671
Lyngrove Wines & Vineyards;Stellenbosch;021 300 0487;http://www.lyngrove.co.za;22, Lyngrove Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Lynx Wines;Franschhoek;021 867 0406;http://www.lynx-collection.com/;5, Lynx Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Maanschijn;Overberg;072 859 1093;http://www.maanschijn.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
Maastricht;Durbanville;021 976 1995;http://www.maastricht.co.za;12, Maastricht Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Madonna Wines;Cape Town;087 943 3088;http://www.madonnawines.co.za;15, Madonna Road, Cape Town, South Africa;-33,9288301;18,4172197
Magna Carta Wines;Cape Town;061 738 0812;http://www.facebook.com/magnacartawines;10, Magna Carta Road, Cape Town, South Africa;-33,9288301;18,4172197
Maison Estate;Franschhoek;021 914 1440;http://www.maisonestate.co.za;12, Maison Estate Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
MAN Family Wines;Stellenbosch;021 874 1134;http://www.manwines.com;3, MAN Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Manley Wine Estate;Tulbagh;023 007 0009;http://www.manleywineestate.co.za;1, Manley Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Marais Family Wines;Breedekloof;023 344 3129;http://www.maraiswines.co.za;20, Marais Road, Breedekloof, South Africa;-41,2887953;174,7772114
Marianne Wine Estate;Stellenbosch;021 875 5040;http://www.mariannewines.com;12, Marianne Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Marklew Wines;Stellenbosch;021 884 4412;http://www.marklew.co.za;15, Marklew Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Marras Wines;Paarl;082 491 1948;http://www.marraswines.co.za;10, Marras Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Matthew Krone Wines;Worcester;082 446 7900;http://www.matthewkronewines.co.za;5, Matthew Krone Road, Worcester, 6850, South Africa;42,2625621;-71,8018877
McFarlane Wines;Overberg;082 783 4380;http://www.mcfarlanewines.com;20, McFarlane Road, Overberg, South Africa;52,0390484;5,4964645
Meerendal;Durbanville;021 975 1655;http://www.meerendal.co.za;12, Meerendal Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Meerlust Estate;Stellenbosch;021 843 3587;http://www.meerlust.co.za;22, Meerlust Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Meinert Wines;Stellenbosch;021 865 2363;http://www.meinertwines.com;15, Meinert Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Mel Wines;Franschhoek;021 876 3644;http://www.melwines.co.za;10, Mel Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Mellasat Vineyards;Paarl;021 862 4525;http://www.mellasat.com;12, Mellasat Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Mellish Family Vineyards;Durbanville;082 509 0224;http://www.mellishvineyards.com;5, Mellish Road, Durbanville, 7550, South Africa;-33,8402778;18,6494444
Melnic Wine;Stellenbosch;083 302 6562;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Meraki Wines;Worcester;082 864 4585;http://shop.merakiwines.co.za;12, Meraki Road, Worcester, South Africa;42,2625621;-71,8018877
Merwida;Breedekloof;023 349 1144;http://www.merwida.com;20, Merwida Road, Breedekloof, South Africa;-41,2887953;174,7772114
Mhudi Wines;Stellenbosch;071 237 9016;http://www.mhudi.com;5, Mhudi Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Middelvlei Wines;Stellenbosch;021 883 2565;http://www.middelvlei.co.za;15, Middelvlei Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Migliarina Wines;Stellenbosch;072 233 4138;http://www.migliarina.co.za;8, Migliarina Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Miles Mossop Wines;Stellenbosch;066 275 9637;http://www.milesmossopwines.com;10, Miles Mossop Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Mimosa Wines;Robertson;023 614 2351;http://www.mimosa.co.za;10, Mimosa Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Minimalist Wines;Worcester;071 898 8969;http://www.minimalistwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Miravel;Helderberg;+27.21 8423154;http://www.miravel.co.za;10, Miravel Road, Helderberg, South Africa;42,6511341;-73,7936672
M?rum Wines;Worcester;;http://www.mirumwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Mischa Wine Estate;Wellington;021 864 1020;http://www.mischaestate.com;12, Mischa Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Mitres Edge Vineyards;Stellenbosch;021 875 5960;http://www.mitres-edge.co.za;20, Mitres Edge Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
MK Vintners;Stellenbosch;082 446 7900;http://www.matthewkronewines.co.za;12, MK Vintners Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Moedi Wines;Worcester;079 847 0132;http://www.moediwines.africa;10, Moedi Road, Worcester, South Africa;42,2625621;-71,8018877
MolenVliet Vineyards;Stellenbosch;021 206 0822;http://www.molenvliet.co.za;20, MolenVliet Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Momento Wines;Overberg;082 968 8588;http://www.momentowines.co.za;15, Momento Road, Overberg, South Africa;52,0390484;5,4964645
Monis Wines (Discontinued);Paarl;;http://;Not applicable;-33,7310282;18,9642117
Mons Ruber Wine Cellar;?;+27 44 251-6550;http://www.geocities.com/monsr_za;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Mont Blois Estate;Robertson;023 626 4052;http://www.montblois.co.za;15, Mont Blois Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Mont Destin;Stellenbosch;083 288 4985;http://www.montdestin.co.za;10, Mont Destin Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Mont du Toit;Wellington;021 873 7745;http://www.montdutoit.co.za;5, Mont du Toit Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Mont Rochelle Mountain Vineyards;Franschhoek;021 876 2770;http://www.montrochelle.virgin.com;15, Mont Rochelle Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Montagu Winery;Klein Karoo;023 614 1125;http://www.montaguwines.co.za;15, Montagu Road, Klein Karoo, 6700, South Africa;-33,5807432;22,1976413
Montpellier de Tulbagh;Tulbagh;082 334 4334;http://www.montpellier.co.za;15, Montpellier Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Mooi Bly;Paarl;082 371 2299;http://www.mooibly.com;10, Mooi Bly Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Mooiplaas Estate;Stellenbosch;021 200 7493;http://www.mooiplaas.co.za;12, Mooiplaas Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Mooiuitsig;Robertson;023 616 2143;http://www.mooiuitsig.co.za;15, Mooiuitsig Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Morena;Worcester;+27.218764005;http://www.morena-mcc.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Moreson;Franschhoek;021 876 3055;http://www.moreson.co.za;15, Moreson Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Morgenhof Wine Estate;Stellenbosch;021 0019416;http://www.morgenhof.com;10, Morgenhof Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Morgenster Estate;Helderberg;021 852 1738;http://www.morgenster.co.za;20, Morgenster Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
MOSI Wines;Swartland;073 421 9219;http://www.mosiwinesandspirits.com;10, MOSI Road, Swartland, South Africa;59,07070115;-3,267107947
Mount Abora;?;+27.224872524;http://www.abora.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Mount Babylon Vineyards;Overberg;084 511 8180;http://mountbabylon.co.za;Mount Babylon Vineyards, Overberg;52,0390484;5,4964645
Mount Rozier Wines;Stellenbosch;021 858 1929;http://www.mountrozier.co.za;Mount Rozier Wines, Stellenbosch;-33,934444;18,869167
Mount Vernon;Paarl;021 875 5073;http://www.mountvernon.co.za;Mount Vernon, Paarl;-33,7310282;18,9642117
Mountain Oaks Winery;?;+27 23 344-3107;http://www.mountainoaks.co.za;Mountain Oaks Winery, Not available;-41,2887953;174,7772114
Mountain Ridge Winery;Breedekloof;023 231 1070;http://www.mountainridge.co.za;Mountain Ridge Winery, Breedekloof;-41,2887953;174,7772114
Mountain River Wines;Paarl;021 872 3256/7;http://www.mountainriverwines.co.za;Mountain River Wines, Paarl;-33,7310282;18,9642117
Moya's Vineyards;Overberg;082 551 0088;http://;Moya's Vineyards, Overberg;52,0390484;5,4964645
Mulderbosch Vineyards;Stellenbosch;021 881 8150;http://www.mulderbosch.co.za;Mulderbosch Vineyards, Stellenbosch;-41,2887953;174,7772114
Mullineux & Leeu Family Wines;Franschhoek;021 492 2224;http://www.mullineuxwines.com;Mullineux & Leeu Family Wines, Franschhoek;-33,909167;19,119444
Muratie Wine Estate;Stellenbosch;021 865 2330;http://www.muratie.co.za;Muratie Wine Estate, Stellenbosch;-33,934444;18,869167
Mystery Wines;?;+27 83 628-5160;http://www.mysterywines.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Mzansi Craft Wines;Worcester;;http://www.mzansicraftwine.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Nabygelegen Private Cellar;Wellington;021 873 7534;http://www.nabygelegen.co.za;15, Nabygelegen Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Namaqua Wines;Olifants River;021 202 5498;http://www.namaquawines.com;20, Namaqua Road, Olifants River, 8240, South Africa;-24,4767789;30,4737671
Napier Winery;Wellington;021 873 7829;http://www.napier-vineyards.co.za;20, Napier Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Nativo Wines;Swartland;021 790 4824;http://www.nativo.co.za;15, Nativo Road, Swartland, 7300, South Africa;59,07070115;-3,267107947
Natte Valleij;Paarl;021 875 5171;http://www.nattevalleij.co.za;15, Natte Valleij Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Naude Family Wines;Stellenbosch;072 914 3359;http://www.naudewines.co.za;15, Naude Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Nederburg Wines;Paarl;021 862 3104;http://www.nederburg.com;20, Nederburg Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Neethlingshof Wine Estate;Stellenbosch;021 883 8988;http://www.neethlingshof.co.za;20, Neethlingshof Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Neil Ellis Wines;Stellenbosch;021 887 0649;http://www.neilellis.com;15, Neil Ellis Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Nelson Wine Estate;Paarl;021 869 8453;http://www.nelsonscreek.co.za;20, Nelson Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Newstead Wines;Plettenberg Bay;076 300 9740;http://www.newsteadwines.com;20, Newstead Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Newton Johnson Vineyards;Overberg;028 312 3862;http://www.newtonjohnson.com;20, Newton Johnson Road, Overberg, 7280, South Africa;52,0390484;5,4964645
Nico van der Merwe Wines;Stellenbosch;021 881 3063;http://www.nvdmwines.com;20, Nico van der Merwe Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Niel Joubert Wines;Paarl;021 875 5419;http://www.nieljoubert.co.za;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-33,7310282;18,9642117
Nieuwedrift Wine Estate;Swartland;064 607 0041;http://www.nieuwedrift.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;59,07070115;-3,267107947
Nilberg Wine Estate;Stellenbosch;082 671 2099;http://;35, Pink Valley Road, Helderberg, South Africa;-33,934444;18,869167
Nitida;Durbanville;021 976 1467;http://www.nitida.co.za;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,8402778;18,6494444
Noble Hill Wine Estate;Paarl;021 874 3844;http://www.noblehill.com;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;-33,7310282;18,9642117
NOMOYA Wines;Paarl;072 357 8417;http://www.nomoyaworld.com;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-33,7310282;18,9642117
Norah's Valley;Gauteng;011 234 3048;http://www.norahsvalley.com;10, Pongracz Road, Stellenbosch, 7600, South Africa;-25,9363439;28,0813105
Nuiba Wines;Stellenbosch;082 578 6821;http://www.nuibawines.co.za;5, Porseleinberg Road, Swartland, South Africa;-33,934444;18,869167
Nuy Winery;Worcester;023 347 0272;http://www.nuywinery.co.za;8, Porterville Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Oak Valley;Elgin;021 859 2510;http://www.oakvalley.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;42,03726;-88,2810994
Old Road Wine Co.;Franschhoek;021 271 0379;http://www.oldroadwinecompany.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,909167;19,119444
Oldenburg Vineyards;Stellenbosch;021 885 1618;http://www.oldenburgvineyards.com;15, Pulpit Rock Road, Swartland, South Africa;-33,934444;18,869167
Olifantsberg Family Vineyards;Worcester;071 301 9440;http://www.olifantsbergwines.com;5, Quando Road, Robertson, 6705, South Africa;42,2625621;-71,8018877
Olsen Private Vineyards;Paarl;021 862 3653;http://www.olsenprivatevineyards.co.za;15, Quoin Rock Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Onderkloof Estate;Helderberg;076 073 3390;http://www.onderkloof.com;20, Raats Family Wines Road, Stellenbosch, 7600, South Africa;42,6511341;-73,7936672
Oneiric Wine Farm;Elgin;071 481 9560;http://www.oneiric.co.za;5, Radford Dale Road, Helderberg, 7130, South Africa;42,03726;-88,2810994
Onoma Private Cellar;Stellenbosch;082 468 3788;http://www.onomawines.com;10, Rainbow's End Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Opstal Estate;Robertson;023 344 3001;http://www.opstal.co.za;5, Raka Road, Overberg, South Africa;31,0339058;-96,5079742
Orange River Cellars;Orange River;054 337 8800;http://www.orangeriverwines.com;8, Rascallion Road, Stellenbosch, 7600, South Africa;-29,2736531;23,3337057
Org de Rac Domain;Swartland;022 913 2397;http://www.orgderac.com;15, Naauwhoek Road, Paarl, 7646, South Africa;59,07070115;-3,267107947
Origin Wine;Stellenbosch;021 865 8100;http://www.origin.wine;10, Remhoogte Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ormonde Wines;Darling;022 492 3540;http://shop.ormonde.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;35,2009655;-111,400385
Oude Compagnies Post;Tulbagh;076 523 8278;http://www.oudecompagnies.com;15, Restless River Road, Overberg, South Africa;-33,285059;19,140667
Oude Wellington;Wellington;021 873 2262;http://www.oudewellington.co.za;20, Reyneke Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
Overgaauw Estate;Stellenbosch;021 881 3815;http://www.overgaauw.co.za;15, Rhebokskloof Road, Paarl, 7624, South Africa;-33,934444;18,869167
Overhex Wines;Worcester;023 347 5012;http://www.overhex.com;10, Richard Hilton Road, Helderberg, South Africa;42,2625621;-71,8018877
Paardenkloof;Overberg;028 284 9809;http://www.paardenkloof.co.za;10, Richard Kershaw Road, Elgin, South Africa;52,0390484;5,4964645
Packwood  Wines;Plettenberg Bay;078 244 9400;http://www.packwood.co.za;4, Packwood Wines Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Painted Wolf Wines;Paarl;021 863 2492;http://www.paintedwolfwines.com;20, Painted Wolf Wines Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Paserene;Franschhoek;021 876 2714;http://www.paserene.co.za;10, Paserene Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Paul Cluver Family Wine Estate;Elgin;021 844 0605;http://www.cluver.com;15, Paul Cluver Family Wine Estate Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Paul René Cap Classique;Robertson;023 626 2212;http://www.paulrenemcc.co.za;12, Paul René Cap Classique Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Paul Wallace Wines;Elgin;082 572 1406;http://www.paulwallacewines.co.za;4, Paul Wallace Wines Road, Elgin, 7180, South Africa;42,03726;-88,2810994
Paulus Wine Co;Cape Town;081 388 1670;http://www.pauluswineco.com;3, Paulus Wine Co Road, Cape Town, 8000, South Africa;-33,9288301;18,4172197
Pearl Mountain Wines;Paarl;021 872 9507;http://www.pearlmountain.co.za;12, Pearl Mountain Wines Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Pearly Bay;Worcester;021 807 3911;http://www.kwv.co.za/product-category/brands/pearly-bay;5, Pearly Bay Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Perdeberg Wines;Paarl;021 869 8244;http://www.perdeberg.co.za;15, Perdeberg Wines Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Peter Bayly Wines;Klein Karoo;044 213 3702;http://www.peterbayly.co.za;25, Peter Bayly Road, Klein Karoo, South Africa;-33,5807432;22,1976413
Peter Falke Wines;Stellenbosch;021 881 3677;http://www.peterfalkewines.com;10, Peter Falke Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Picky Bev (Pty) Ltd.;Stellenbosch;021 881 3182;http://www.pickybev.co.za;15, Picky Bev Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Piekenierskloof Wine Company;Olifants River;022 921 2233;http://www.piekenierskloofwines.co.za;20, Piekenierskloof Road, Olifants River, South Africa;-24,4767789;30,4737671
